REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,YEAR,VALUE
REGION1,NACO2BACKSTOP,NAGHG,1,2037,-1.0
REGION1,NECO2BACKSTOP,NEGHG,1,2037,-1.0
REGION1,NGCO2BACKSTOP,NGGHG,1,2037,-1.0
REGION1,CGCO2BACKSTOP,CGGHG,1,2037,-1.0
REGION1,RWCO2BACKSTOP,RWGHG,1,2037,-1.0
REGION1,SNCO2BACKSTOP,SNGHG,1,2037,-1.0
REGION1,SLCO2BACKSTOP,SLGHG,1,2037,-1.0
REGION1,SOCO2BACKSTOP,SOGHG,1,2037,-1.0
REGION1,ZACO2BACKSTOP,ZAGHG,1,2037,-1.0
REGION1,SSCO2BACKSTOP,SSGHG,1,2037,-1.0
REGION1,SDCO2BACKSTOP,SDGHG,1,2037,-1.0
REGION1,TZCO2BACKSTOP,TZGHG,1,2037,-1.0
REGION1,TGCO2BACKSTOP,TGGHG,1,2037,-1.0
REGION1,TNCO2BACKSTOP,TNGHG,1,2037,-1.0
REGION1,UGCO2BACKSTOP,UGGHG,1,2037,-1.0
REGION1,ZMCO2BACKSTOP,ZMGHG,1,2037,-1.0
REGION1,ZWCO2BACKSTOP,ZWGHG,1,2037,-1.0
REGION1,ALNGGRPI0,ALCO2,1,2037,-0.0561
REGION1,ALNGITPI0,ALCO2,1,2037,-0.0561
REGION1,ATNGDEPI0,ATCO2,1,2037,-0.0561
REGION1,ATNGHUPI0,ATCO2,1,2037,-0.0561
REGION1,ATNGITPI0,ATCO2,1,2037,-0.0561
REGION1,ATNGSIPI0,ATCO2,1,2037,-0.0561
REGION1,ATNGSKPI0,ATCO2,1,2037,-0.0561
REGION1,BENGDEPI0,BECO2,1,2037,-0.0561
REGION1,BENGFRPI0,BECO2,1,2037,-0.0561
REGION1,BENGUKPI0,BECO2,1,2037,-0.0561
REGION1,BENGNLPI0,BECO2,1,2037,-0.0561
REGION1,BGNGGRPI0,BGCO2,1,2037,-0.0561
REGION1,BGNGROPI0,BGCO2,1,2037,-0.0561
REGION1,BYNGLTPI0,BYCO2,1,2037,-0.0561
REGION1,CYNGEGPI0,CYCO2,1,2037,-0.0561
REGION1,CYNGGRPI0,CYCO2,1,2037,-0.0561
REGION1,CZNGDEPI0,CZCO2,1,2037,-0.0561
REGION1,CZNGPLPI0,CZCO2,1,2037,-0.0561
REGION1,CZNGSKPI0,CZCO2,1,2037,-0.0561
REGION1,DENGCHPI0,DECO2,1,2037,-0.0561
REGION1,DENGFRPI0,DECO2,1,2037,-0.0561
REGION1,DENGNLPI0,DECO2,1,2037,-0.0561
REGION1,DENGPLPI0,DECO2,1,2037,-0.0561
REGION1,DKNGDEPI0,DKCO2,1,2037,-0.0561
REGION1,DKNGPLPI0,DKCO2,1,2037,-0.0561
REGION1,DKNGSEPI0,DKCO2,1,2037,-0.0561
REGION1,DZNGESPI0,DZCO2,1,2037,-0.0561
REGION1,DZNGITPI0,DZCO2,1,2037,-0.0561
REGION1,EENGFIPI0,EECO2,1,2037,-0.0561
REGION1,EENGLVPI0,EECO2,1,2037,-0.0561
REGION1,FRNGCHPI0,FRCO2,1,2037,-0.0561
REGION1,FRNGESPI0,FRCO2,1,2037,-0.0561
REGION1,GRNGITPI0,GRCO2,1,2037,-0.0561
REGION1,HRNGHUPI0,HRCO2,1,2037,-0.0561
REGION1,HRNGSIPI0,HRCO2,1,2037,-0.0561
REGION1,HUNGROPI0,HUCO2,1,2037,-0.0561
REGION1,HUNGSKPI0,HUCO2,1,2037,-0.0561
REGION1,IENGUKPI0,IECO2,1,2037,-0.0561
REGION1,ITNGCHPI0,ITCO2,1,2037,-0.0561
REGION1,ITNGMTPI0,ITCO2,1,2037,-0.0561
REGION1,ITNGSIPI0,ITCO2,1,2037,-0.0561
REGION1,LTNGPLPI0,LTCO2,1,2037,-0.0561
REGION1,LVNGLTPI0,LVCO2,1,2037,-0.0561
REGION1,LYNGITPI0,LYCO2,1,2037,-0.0561
REGION1,MANGESPI0,MACO2,1,2037,-0.0561
REGION1,MDNGROPI0,MDCO2,1,2037,-0.0561
REGION1,NLNGUKPI0,NLCO2,1,2037,-0.0561
REGION1,NONGBEPI0,NOCO2,1,2037,-0.0561
REGION1,NONGDEPI0,NOCO2,1,2037,-0.0561
REGION1,NONGDKPI0,NOCO2,1,2037,-0.0561
REGION1,NONGFRPI0,NOCO2,1,2037,-0.0561
REGION1,NONGUKPI0,NOCO2,1,2037,-0.0561
REGION1,NONGNLPI0,NOCO2,1,2037,-0.0561
REGION1,PLNGSKPI0,PLCO2,1,2037,-0.0561
REGION1,PTNGESPI0,PTCO2,1,2037,-0.0561
REGION1,RSNGBGPI0,RSCO2,1,2037,-0.0561
REGION1,RSNGHUPI0,RSCO2,1,2037,-0.0561
REGION1,RSNGROPI0,RSCO2,1,2037,-0.0561
REGION1,RUNGEEPI0,RUCO2,1,2037,-0.0561
REGION1,RUNGFIPI0,RUCO2,1,2037,-0.0561
REGION1,RUNGLVPI0,RUCO2,1,2037,-0.0561
REGION1,TRNGBGPI0,TRCO2,1,2037,-0.0561
REGION1,TRNGGRPI0,TRCO2,1,2037,-0.0561
REGION1,UANGHUPI0,UACO2,1,2037,-0.0561
REGION1,UANGPLPI0,UACO2,1,2037,-0.0561
REGION1,UANGROPI0,UACO2,1,2037,-0.0561
REGION1,UANGSKPI0,UACO2,1,2037,-0.0561
REGION1,BENGLUPI0,BECO2,1,2037,-0.0561
REGION1,NGNGDZPI0,NGCO2,1,2037,-0.0561
REGION1,MZNGZAPI0,MZCO2,1,2037,-0.0561
REGION1,NGNGLYPI0,NGCO2,1,2037,-0.0561
REGION1,ETNGDJPI0,ETCO2,1,2037,-0.0561
REGION1,NGNGGQPI0,NGCO2,1,2037,-0.0561
REGION1,TZNGKEPI0,TZCO2,1,2037,-0.0561
REGION1,NGNGMAPI0,NGCO2,1,2037,-0.0561
REGION1,NGNGBJPI0,NGCO2,1,2037,-0.0561
REGION1,NGNGGHPI0,NGCO2,1,2037,-0.0561
REGION1,NGNGNEPI0,NGCO2,1,2037,-0.0561
REGION1,NGNGTGPI0,NGCO2,1,2037,-0.0561
REGION1,NGNGTNPI0,NGCO2,1,2037,-0.0561
REGION1,DZNGMAPI0,DZCO2,1,2037,-0.0561
REGION1,ALNGGRPI0,GRCO2,1,2037,0.0561
REGION1,ALNGITPI0,ITCO2,1,2037,0.0561
REGION1,ATNGDEPI0,DECO2,1,2037,0.0561
REGION1,ATNGHUPI0,HUCO2,1,2037,0.0561
REGION1,ATNGITPI0,ITCO2,1,2037,0.0561
REGION1,ATNGSIPI0,SICO2,1,2037,0.0561
REGION1,ATNGSKPI0,SKCO2,1,2037,0.0561
REGION1,BENGDEPI0,DECO2,1,2037,0.0561
REGION1,BENGFRPI0,FRCO2,1,2037,0.0561
REGION1,BENGUKPI0,UKCO2,1,2037,0.0561
REGION1,BENGNLPI0,NLCO2,1,2037,0.0561
REGION1,BGNGGRPI0,GRCO2,1,2037,0.0561
REGION1,BGNGROPI0,ROCO2,1,2037,0.0561
REGION1,BYNGLTPI0,LTCO2,1,2037,0.0561
REGION1,CYNGEGPI0,EGCO2,1,2037,0.0561
REGION1,CYNGGRPI0,GRCO2,1,2037,0.0561
REGION1,CZNGDEPI0,DECO2,1,2037,0.0561
REGION1,CZNGPLPI0,PLCO2,1,2037,0.0561
REGION1,CZNGSKPI0,SKCO2,1,2037,0.0561
REGION1,DENGCHPI0,CHCO2,1,2037,0.0561
REGION1,DENGFRPI0,FRCO2,1,2037,0.0561
REGION1,DENGNLPI0,NLCO2,1,2037,0.0561
REGION1,DENGPLPI0,PLCO2,1,2037,0.0561
REGION1,DKNGDEPI0,DECO2,1,2037,0.0561
REGION1,DKNGPLPI0,PLCO2,1,2037,0.0561
REGION1,DKNGSEPI0,SECO2,1,2037,0.0561
REGION1,DZNGESPI0,ESCO2,1,2037,0.0561
REGION1,DZNGITPI0,ITCO2,1,2037,0.0561
REGION1,EENGFIPI0,FICO2,1,2037,0.0561
REGION1,EENGLVPI0,LVCO2,1,2037,0.0561
REGION1,FRNGCHPI0,CHCO2,1,2037,0.0561
REGION1,FRNGESPI0,ESCO2,1,2037,0.0561
REGION1,GRNGITPI0,ITCO2,1,2037,0.0561
REGION1,HRNGHUPI0,HUCO2,1,2037,0.0561
REGION1,HRNGSIPI0,SICO2,1,2037,0.0561
REGION1,HUNGROPI0,ROCO2,1,2037,0.0561
REGION1,HUNGSKPI0,SKCO2,1,2037,0.0561
REGION1,IENGUKPI0,UKCO2,1,2037,0.0561
REGION1,ITNGCHPI0,CHCO2,1,2037,0.0561
REGION1,ITNGMTPI0,MTCO2,1,2037,0.0561
REGION1,ITNGSIPI0,SICO2,1,2037,0.0561
REGION1,LTNGPLPI0,PLCO2,1,2037,0.0561
REGION1,LVNGLTPI0,LTCO2,1,2037,0.0561
REGION1,LYNGITPI0,ITCO2,1,2037,0.0561
REGION1,MANGESPI0,ESCO2,1,2037,0.0561
REGION1,MDNGROPI0,ROCO2,1,2037,0.0561
REGION1,NLNGUKPI0,UKCO2,1,2037,0.0561
REGION1,NONGBEPI0,BECO2,1,2037,0.0561
REGION1,NONGDEPI0,DECO2,1,2037,0.0561
REGION1,NONGDKPI0,DKCO2,1,2037,0.0561
REGION1,NONGFRPI0,FRCO2,1,2037,0.0561
REGION1,NONGUKPI0,UKCO2,1,2037,0.0561
REGION1,NONGNLPI0,NLCO2,1,2037,0.0561
REGION1,PLNGSKPI0,SKCO2,1,2037,0.0561
REGION1,PTNGESPI0,ESCO2,1,2037,0.0561
REGION1,RSNGBGPI0,BGCO2,1,2037,0.0561
REGION1,RSNGHUPI0,HUCO2,1,2037,0.0561
REGION1,RSNGROPI0,ROCO2,1,2037,0.0561
REGION1,RUNGEEPI0,EECO2,1,2037,0.0561
REGION1,RUNGFIPI0,FICO2,1,2037,0.0561
REGION1,RUNGLVPI0,LVCO2,1,2037,0.0561
REGION1,TRNGBGPI0,BGCO2,1,2037,0.0561
REGION1,TRNGGRPI0,GRCO2,1,2037,0.0561
REGION1,UANGHUPI0,HUCO2,1,2037,0.0561
REGION1,UANGPLPI0,PLCO2,1,2037,0.0561
REGION1,UANGROPI0,ROCO2,1,2037,0.0561
REGION1,UANGSKPI0,SKCO2,1,2037,0.0561
REGION1,BENGLUPI0,LUCO2,1,2037,0.0561
REGION1,NGNGDZPI0,DZCO2,1,2037,0.0561
REGION1,MZNGZAPI0,ZACO2,1,2037,0.0561
REGION1,NGNGLYPI0,LYCO2,1,2037,0.0561
REGION1,ETNGDJPI0,DJCO2,1,2037,0.0561
REGION1,NGNGGQPI0,GQCO2,1,2037,0.0561
REGION1,TZNGKEPI0,KECO2,1,2037,0.0561
REGION1,NGNGMAPI0,MACO2,1,2037,0.0561
REGION1,NGNGBJPI0,BJCO2,1,2037,0.0561
REGION1,NGNGGHPI0,GHCO2,1,2037,0.0561
REGION1,NGNGNEPI0,NECO2,1,2037,0.0561
REGION1,NGNGTGPI0,TGCO2,1,2037,0.0561
REGION1,NGNGTNPI0,TNCO2,1,2037,0.0561
REGION1,DZNGMAPI0,MACO2,1,2037,0.0561
REGION1,ALNGGRPI0,ALCO2,2,2037,0.0561
REGION1,ALNGITPI0,ALCO2,2,2037,0.0561
REGION1,ATNGDEPI0,ATCO2,2,2037,0.0561
REGION1,ATNGHUPI0,ATCO2,2,2037,0.0561
REGION1,ATNGITPI0,ATCO2,2,2037,0.0561
REGION1,ATNGSIPI0,ATCO2,2,2037,0.0561
REGION1,ATNGSKPI0,ATCO2,2,2037,0.0561
REGION1,BENGDEPI0,BECO2,2,2037,0.0561
REGION1,BENGFRPI0,BECO2,2,2037,0.0561
REGION1,BENGUKPI0,BECO2,2,2037,0.0561
REGION1,BENGNLPI0,BECO2,2,2037,0.0561
REGION1,BGNGGRPI0,BGCO2,2,2037,0.0561
REGION1,BGNGROPI0,BGCO2,2,2037,0.0561
REGION1,BYNGLTPI0,BYCO2,2,2037,0.0561
REGION1,CYNGEGPI0,CYCO2,2,2037,0.0561
REGION1,CYNGGRPI0,CYCO2,2,2037,0.0561
REGION1,CZNGDEPI0,CZCO2,2,2037,0.0561
REGION1,CZNGPLPI0,CZCO2,2,2037,0.0561
REGION1,CZNGSKPI0,CZCO2,2,2037,0.0561
REGION1,DENGCHPI0,DECO2,2,2037,0.0561
REGION1,DENGFRPI0,DECO2,2,2037,0.0561
REGION1,DENGNLPI0,DECO2,2,2037,0.0561
REGION1,DENGPLPI0,DECO2,2,2037,0.0561
REGION1,DKNGDEPI0,DKCO2,2,2037,0.0561
REGION1,DKNGPLPI0,DKCO2,2,2037,0.0561
REGION1,DKNGSEPI0,DKCO2,2,2037,0.0561
REGION1,DZNGESPI0,DZCO2,2,2037,0.0561
REGION1,DZNGITPI0,DZCO2,2,2037,0.0561
REGION1,EENGFIPI0,EECO2,2,2037,0.0561
REGION1,EENGLVPI0,EECO2,2,2037,0.0561
REGION1,FRNGCHPI0,FRCO2,2,2037,0.0561
REGION1,FRNGESPI0,FRCO2,2,2037,0.0561
REGION1,GRNGITPI0,GRCO2,2,2037,0.0561
REGION1,HRNGHUPI0,HRCO2,2,2037,0.0561
REGION1,HRNGSIPI0,HRCO2,2,2037,0.0561
REGION1,HUNGROPI0,HUCO2,2,2037,0.0561
REGION1,HUNGSKPI0,HUCO2,2,2037,0.0561
REGION1,IENGUKPI0,IECO2,2,2037,0.0561
REGION1,ITNGCHPI0,ITCO2,2,2037,0.0561
REGION1,ITNGMTPI0,ITCO2,2,2037,0.0561
REGION1,ITNGSIPI0,ITCO2,2,2037,0.0561
REGION1,LTNGPLPI0,LTCO2,2,2037,0.0561
REGION1,LVNGLTPI0,LVCO2,2,2037,0.0561
REGION1,LYNGITPI0,LYCO2,2,2037,0.0561
REGION1,MANGESPI0,MACO2,2,2037,0.0561
REGION1,MDNGROPI0,MDCO2,2,2037,0.0561
REGION1,NLNGUKPI0,NLCO2,2,2037,0.0561
REGION1,NONGBEPI0,NOCO2,2,2037,0.0561
REGION1,NONGDEPI0,NOCO2,2,2037,0.0561
REGION1,NONGDKPI0,NOCO2,2,2037,0.0561
REGION1,NONGFRPI0,NOCO2,2,2037,0.0561
REGION1,NONGUKPI0,NOCO2,2,2037,0.0561
REGION1,NONGNLPI0,NOCO2,2,2037,0.0561
REGION1,PLNGSKPI0,PLCO2,2,2037,0.0561
REGION1,PTNGESPI0,PTCO2,2,2037,0.0561
REGION1,RSNGBGPI0,RSCO2,2,2037,0.0561
REGION1,RSNGHUPI0,RSCO2,2,2037,0.0561
REGION1,RSNGROPI0,RSCO2,2,2037,0.0561
REGION1,RUNGEEPI0,RUCO2,2,2037,0.0561
REGION1,RUNGFIPI0,RUCO2,2,2037,0.0561
REGION1,RUNGLVPI0,RUCO2,2,2037,0.0561
REGION1,TRNGBGPI0,TRCO2,2,2037,0.0561
REGION1,TRNGGRPI0,TRCO2,2,2037,0.0561
REGION1,UANGHUPI0,UACO2,2,2037,0.0561
REGION1,UANGPLPI0,UACO2,2,2037,0.0561
REGION1,UANGROPI0,UACO2,2,2037,0.0561
REGION1,UANGSKPI0,UACO2,2,2037,0.0561
REGION1,BENGLUPI0,BECO2,2,2037,0.0561
REGION1,NGNGDZPI0,NGCO2,2,2037,0.0561
REGION1,MZNGZAPI0,MZCO2,2,2037,0.0561
REGION1,NGNGLYPI0,NGCO2,2,2037,0.0561
REGION1,ETNGDJPI0,ETCO2,2,2037,0.0561
REGION1,NGNGGQPI0,NGCO2,2,2037,0.0561
REGION1,TZNGKEPI0,TZCO2,2,2037,0.0561
REGION1,NGNGMAPI0,NGCO2,2,2037,0.0561
REGION1,NGNGBJPI0,NGCO2,2,2037,0.0561
REGION1,NGNGGHPI0,NGCO2,2,2037,0.0561
REGION1,NGNGNEPI0,NGCO2,2,2037,0.0561
REGION1,NGNGTGPI0,NGCO2,2,2037,0.0561
REGION1,NGNGTNPI0,NGCO2,2,2037,0.0561
REGION1,DZNGMAPI0,DZCO2,2,2037,0.0561
REGION1,ALNGGRPI0,GRCO2,2,2037,-0.0561
REGION1,ALNGITPI0,ITCO2,2,2037,-0.0561
REGION1,ATNGDEPI0,DECO2,2,2037,-0.0561
REGION1,ATNGHUPI0,HUCO2,2,2037,-0.0561
REGION1,ATNGITPI0,ITCO2,2,2037,-0.0561
REGION1,ATNGSIPI0,SICO2,2,2037,-0.0561
REGION1,ATNGSKPI0,SKCO2,2,2037,-0.0561
REGION1,BENGDEPI0,DECO2,2,2037,-0.0561
REGION1,BENGFRPI0,FRCO2,2,2037,-0.0561
REGION1,BENGUKPI0,UKCO2,2,2037,-0.0561
REGION1,BENGNLPI0,NLCO2,2,2037,-0.0561
REGION1,BGNGGRPI0,GRCO2,2,2037,-0.0561
REGION1,BGNGROPI0,ROCO2,2,2037,-0.0561
REGION1,BYNGLTPI0,LTCO2,2,2037,-0.0561
REGION1,CYNGEGPI0,EGCO2,2,2037,-0.0561
REGION1,CYNGGRPI0,GRCO2,2,2037,-0.0561
REGION1,CZNGDEPI0,DECO2,2,2037,-0.0561
REGION1,CZNGPLPI0,PLCO2,2,2037,-0.0561
REGION1,CZNGSKPI0,SKCO2,2,2037,-0.0561
REGION1,DENGCHPI0,CHCO2,2,2037,-0.0561
REGION1,DENGFRPI0,FRCO2,2,2037,-0.0561
REGION1,DENGNLPI0,NLCO2,2,2037,-0.0561
REGION1,DENGPLPI0,PLCO2,2,2037,-0.0561
REGION1,DKNGDEPI0,DECO2,2,2037,-0.0561
REGION1,DKNGPLPI0,PLCO2,2,2037,-0.0561
REGION1,DKNGSEPI0,SECO2,2,2037,-0.0561
REGION1,DZNGESPI0,ESCO2,2,2037,-0.0561
REGION1,DZNGITPI0,ITCO2,2,2037,-0.0561
REGION1,EENGFIPI0,FICO2,2,2037,-0.0561
REGION1,EENGLVPI0,LVCO2,2,2037,-0.0561
REGION1,FRNGCHPI0,CHCO2,2,2037,-0.0561
REGION1,FRNGESPI0,ESCO2,2,2037,-0.0561
REGION1,GRNGITPI0,ITCO2,2,2037,-0.0561
REGION1,HRNGHUPI0,HUCO2,2,2037,-0.0561
REGION1,HRNGSIPI0,SICO2,2,2037,-0.0561
REGION1,HUNGROPI0,ROCO2,2,2037,-0.0561
REGION1,HUNGSKPI0,SKCO2,2,2037,-0.0561
REGION1,IENGUKPI0,UKCO2,2,2037,-0.0561
REGION1,ITNGCHPI0,CHCO2,2,2037,-0.0561
REGION1,ITNGMTPI0,MTCO2,2,2037,-0.0561
REGION1,ITNGSIPI0,SICO2,2,2037,-0.0561
REGION1,LTNGPLPI0,PLCO2,2,2037,-0.0561
REGION1,LVNGLTPI0,LTCO2,2,2037,-0.0561
REGION1,LYNGITPI0,ITCO2,2,2037,-0.0561
REGION1,MANGESPI0,ESCO2,2,2037,-0.0561
REGION1,MDNGROPI0,ROCO2,2,2037,-0.0561
REGION1,NLNGUKPI0,UKCO2,2,2037,-0.0561
REGION1,NONGBEPI0,BECO2,2,2037,-0.0561
REGION1,NONGDEPI0,DECO2,2,2037,-0.0561
REGION1,NONGDKPI0,DKCO2,2,2037,-0.0561
REGION1,NONGFRPI0,FRCO2,2,2037,-0.0561
REGION1,NONGUKPI0,UKCO2,2,2037,-0.0561
REGION1,NONGNLPI0,NLCO2,2,2037,-0.0561
REGION1,PLNGSKPI0,SKCO2,2,2037,-0.0561
REGION1,PTNGESPI0,ESCO2,2,2037,-0.0561
REGION1,RSNGBGPI0,BGCO2,2,2037,-0.0561
REGION1,RSNGHUPI0,HUCO2,2,2037,-0.0561
REGION1,RSNGROPI0,ROCO2,2,2037,-0.0561
REGION1,RUNGEEPI0,EECO2,2,2037,-0.0561
REGION1,RUNGFIPI0,FICO2,2,2037,-0.0561
REGION1,RUNGLVPI0,LVCO2,2,2037,-0.0561
REGION1,TRNGBGPI0,BGCO2,2,2037,-0.0561
REGION1,TRNGGRPI0,GRCO2,2,2037,-0.0561
REGION1,UANGHUPI0,HUCO2,2,2037,-0.0561
REGION1,UANGPLPI0,PLCO2,2,2037,-0.0561
REGION1,UANGROPI0,ROCO2,2,2037,-0.0561
REGION1,UANGSKPI0,SKCO2,2,2037,-0.0561
REGION1,BENGLUPI0,LUCO2,2,2037,-0.0561
REGION1,NGNGDZPI0,DZCO2,2,2037,-0.0561
REGION1,MZNGZAPI0,ZACO2,2,2037,-0.0561
REGION1,NGNGLYPI0,LYCO2,2,2037,-0.0561
REGION1,ETNGDJPI0,DJCO2,2,2037,-0.0561
REGION1,NGNGGQPI0,GQCO2,2,2037,-0.0561
REGION1,TZNGKEPI0,KECO2,2,2037,-0.0561
REGION1,NGNGMAPI0,MACO2,2,2037,-0.0561
REGION1,NGNGBJPI0,BJCO2,2,2037,-0.0561
REGION1,NGNGGHPI0,GHCO2,2,2037,-0.0561
REGION1,NGNGNEPI0,NECO2,2,2037,-0.0561
REGION1,NGNGTGPI0,TGCO2,2,2037,-0.0561
REGION1,NGNGTNPI0,TNCO2,2,2037,-0.0561
REGION1,DZNGMAPI0,MACO2,2,2037,-0.0561
REGION1,ATCO00I00,ATCO2,1,2038,0.0946
REGION1,ATDG00I00,ATCO2,1,2038,0.0444
REGION1,ATRG00I00,ATCO2,1,2038,0.057
REGION1,ATDS00I00,ATCO2,1,2038,0.0741
REGION1,ATHF00I00,ATCO2,1,2038,0.0774
REGION1,ATWS00I00,ATCO2,1,2038,0.0917
REGION1,ATGO00I00,ATCO2,1,2038,0.0
REGION1,BENU00I00,BECO2,1,2038,0.0
REGION1,BECO00I00,BECO2,1,2038,0.0946
REGION1,BEDG00I00,BECO2,1,2038,0.0444
REGION1,BERG00I00,BECO2,1,2038,0.057
REGION1,BEDS00I00,BECO2,1,2038,0.0741
REGION1,BEHF00I00,BECO2,1,2038,0.0774
REGION1,BEWS00I00,BECO2,1,2038,0.0917
REGION1,BGCO00I00,BGCO2,1,2038,0.0946
REGION1,BGHF00I00,BGCO2,1,2038,0.0774
REGION1,BGNU00I00,BGCO2,1,2038,0.0
REGION1,BGLI00I00,BGCO2,1,2038,0.101
REGION1,BGRG00I00,BGCO2,1,2038,0.057
REGION1,BGDS00I00,BGCO2,1,2038,0.0741
REGION1,BGWS00I00,BGCO2,1,2038,0.0917
REGION1,CYHF00I00,CYCO2,1,2038,0.0774
REGION1,CYDS00I00,CYCO2,1,2038,0.0741
REGION1,CZNU00I00,CZCO2,1,2038,0.0
REGION1,CZCO00I00,CZCO2,1,2038,0.0946
REGION1,CZLI00I00,CZCO2,1,2038,0.101
REGION1,CZDG00I00,CZCO2,1,2038,0.0444
REGION1,CZRG00I00,CZCO2,1,2038,0.057
REGION1,CZDS00I00,CZCO2,1,2038,0.0741
REGION1,CZHF00I00,CZCO2,1,2038,0.0774
REGION1,CZWS00I00,CZCO2,1,2038,0.0917
REGION1,DENU00I00,DECO2,1,2038,0.0
REGION1,DECO00I00,DECO2,1,2038,0.0946
REGION1,DELI00I00,DECO2,1,2038,0.101
REGION1,DEDG00I00,DECO2,1,2038,0.0444
REGION1,DERG00I00,DECO2,1,2038,0.057
REGION1,DEDS00I00,DECO2,1,2038,0.0741
REGION1,DEHF00I00,DECO2,1,2038,0.0774
REGION1,DEWS00I00,DECO2,1,2038,0.0917
REGION1,DEGO00I00,DECO2,1,2038,0.0
REGION1,DKCO00I00,DKCO2,1,2038,0.0946
REGION1,DKHF00I00,DKCO2,1,2038,0.0774
REGION1,DKWS00I00,DKCO2,1,2038,0.0917
REGION1,DKRG00I00,DKCO2,1,2038,0.057
REGION1,DKDS00I00,DKCO2,1,2038,0.0741
REGION1,EEHF00I00,EECO2,1,2038,0.0774
REGION1,EEWS00I00,EECO2,1,2038,0.0917
REGION1,EELI00I00,EECO2,1,2038,0.101
REGION1,EEDG00I00,EECO2,1,2038,0.0444
REGION1,GRHF00I00,GRCO2,1,2038,0.0774
REGION1,GRLI00I00,GRCO2,1,2038,0.101
REGION1,GRRG00I00,GRCO2,1,2038,0.057
REGION1,GRDS00I00,GRCO2,1,2038,0.0741
REGION1,ESCO00I00,ESCO2,1,2038,0.0946
REGION1,ESNU00I00,ESCO2,1,2038,0.0
REGION1,ESLI00I00,ESCO2,1,2038,0.101
REGION1,ESDG00I00,ESCO2,1,2038,0.0444
REGION1,ESRG00I00,ESCO2,1,2038,0.057
REGION1,ESDS00I00,ESCO2,1,2038,0.0741
REGION1,ESHF00I00,ESCO2,1,2038,0.0774
REGION1,ESWS00I00,ESCO2,1,2038,0.0917
REGION1,FICO00I00,FICO2,1,2038,0.0946
REGION1,FIHF00I00,FICO2,1,2038,0.0774
REGION1,FINU00I00,FICO2,1,2038,0.0
REGION1,FIWS00I00,FICO2,1,2038,0.0917
REGION1,FILI00I00,FICO2,1,2038,0.101
REGION1,FIDG00I00,FICO2,1,2038,0.0444
REGION1,FIRG00I00,FICO2,1,2038,0.057
REGION1,FIDS00I00,FICO2,1,2038,0.0741
REGION1,FRNU00I00,FRCO2,1,2038,0.0
REGION1,FRCO00I00,FRCO2,1,2038,0.0946
REGION1,FRDG00I00,FRCO2,1,2038,0.0444
REGION1,FRRG00I00,FRCO2,1,2038,0.057
REGION1,FRDS00I00,FRCO2,1,2038,0.0741
REGION1,FRHF00I00,FRCO2,1,2038,0.0774
REGION1,FRWS00I00,FRCO2,1,2038,0.0917
REGION1,FRGO00I00,FRCO2,1,2038,0.0
REGION1,FRTI00I00,FRCO2,1,2038,0.0
REGION1,FROC00I00,FRCO2,1,2038,0.0
REGION1,HRCO00I00,HRCO2,1,2038,0.0946
REGION1,HRHF00I00,HRCO2,1,2038,0.0774
REGION1,HRLI00I00,HRCO2,1,2038,0.101
REGION1,HRRG00I00,HRCO2,1,2038,0.057
REGION1,HRDS00I00,HRCO2,1,2038,0.0741
REGION1,HRGO00I00,HRCO2,1,2038,0.0
REGION1,HUNU00I00,HUCO2,1,2038,0.0
REGION1,HUCO00I00,HUCO2,1,2038,0.0946
REGION1,HULI00I00,HUCO2,1,2038,0.101
REGION1,HUDG00I00,HUCO2,1,2038,0.0444
REGION1,HURG00I00,HUCO2,1,2038,0.057
REGION1,HUDS00I00,HUCO2,1,2038,0.0741
REGION1,HUHF00I00,HUCO2,1,2038,0.0774
REGION1,HUWS00I00,HUCO2,1,2038,0.0917
REGION1,HUGO00I00,HUCO2,1,2038,0.0
REGION1,IEWS00I00,IECO2,1,2038,0.0917
REGION1,IECO00I00,IECO2,1,2038,0.0946
REGION1,IELI00I00,IECO2,1,2038,0.101
REGION1,IERG00I00,IECO2,1,2038,0.057
REGION1,IEDS00I00,IECO2,1,2038,0.0741
REGION1,IEHF00I00,IECO2,1,2038,0.0774
REGION1,ITCO00I00,ITCO2,1,2038,0.0946
REGION1,ITGO00I00,ITCO2,1,2038,0.0
REGION1,ITHF00I00,ITCO2,1,2038,0.0774
REGION1,ITWS00I00,ITCO2,1,2038,0.0917
REGION1,ITDG00I00,ITCO2,1,2038,0.0444
REGION1,ITRG00I00,ITCO2,1,2038,0.057
REGION1,ITDS00I00,ITCO2,1,2038,0.0741
REGION1,LTHF00I00,LTCO2,1,2038,0.0774
REGION1,LTWS00I00,LTCO2,1,2038,0.0917
REGION1,LTRG00I00,LTCO2,1,2038,0.057
REGION1,LTDS00I00,LTCO2,1,2038,0.0741
REGION1,LUWS00I00,LUCO2,1,2038,0.0917
REGION1,LUDS00I00,LUCO2,1,2038,0.0741
REGION1,LVCO00I00,LVCO2,1,2038,0.0946
REGION1,LVHF00I00,LVCO2,1,2038,0.0774
REGION1,LVLI00I00,LVCO2,1,2038,0.101
REGION1,LVDS00I00,LVCO2,1,2038,0.0741
REGION1,MTDS00I00,MTCO2,1,2038,0.0741
REGION1,NLCO00I00,NLCO2,1,2038,0.0946
REGION1,NLNU00I00,NLCO2,1,2038,0.0
